title|year|rated|released|runtime|genres|director|actors|plot|languages|country|awards|imdbRating|rottenTomatoesRating|metaCriticRating|metascore|rating|type|boxoffice|production|Title|ReleaseDate|Genre|Rating|common_title|viewCount|favoriteCount|commentCount|likeCount|dislikeCount|movie_name|production_year|movie_odid|production_budget|domestic_box_office|international_box_office|rating|creative_type|source|production_method|genre|sequel|running_time
Kill the Irishman|2011|R|Fri May 11 2012 00:00:00 GMT-0400 (EDT)|106 min|Biography; Crime; Drama|Jonathan Hensleigh|Ray Stevenson; Vincent D'Onofrio; Val Kilmer; Christopher Walken|The true story of Danny Greene an impoverished but charismatic young Irish-American who rises to power as president of the longshoremans local union and is charged with corruption but evades serious jail time by becoming an FBI informant With fearless nerve he joins forces with a Mafia gangster to rise to power in Clevelands underworld gaining the reputation of a Robin Hood-like figure with nine lives as he escapes countless assassination attempts|English|USA|1 nomination|7.1/10|63%|50/100|50|7.1|movie|$1,187,711|Anchor Bay|Kill the Irishman|11-Mar-11|Action, Crime|50|Kill the Irishman|1769645|0|1086|2246|111|Kill the Irishman|2010|146890100|12000000|1188194|0|R|Historical Fiction|Based on Factual Book/Article|Live Action|Drama|0|106
The Sitter|2011|R|Fri Dec 09 2011 00:00:00 GMT-0500 (EST)|81 min|Comedy|David Gordon Green|Jonah Hill; Max Records; Ari Graynor; J.B. Smoove|Noah is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter Hes reluctant to take a sitting gig hed rather well be doing anything else especially if it involves slacking When Noah is watching the neighbors kid he gets a booty call from his girlfriend in the city To hook up with her Noah takes to the streets but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord|English|USA|2 nominations|5.7/10|22%|39/100|39|5.7|movie|$30,200,000|20th Century Fox|The Sitter|9-Dec-11|Comedy|39|The Sitter|863971|0|357|1213|94|The Sitter|2011|145340100|25000000|30542576|8206828|R|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|81
Jack and Jill|2011|PG|Fri Nov 11 2011 00:00:00 GMT-0500 (EST)|91 min|Comedy|Dennis Dugan|Adam Sandler; Al Pacino; Katie Holmes; Elodie Tougne|Jack Sadelstein is a successful advertising executive in Los Angeles with a beautiful wife and kids who dreads one event each year: the Thanksgiving visit of his identical twin sister Jill Jills neediness and passive-aggressiveness is maddening to Jack turning his normally tranquil life upside down|English|USA|14 wins & 5 nominations|3.4/10|3%|23/100|23|3.4|movie|$74,158,157|Sony Pictures|Jack and Jill|11-Nov-11|Comedy|23|Jack and Jill|837416|0|1993|1956|5750|Jack and Jill|2011|143860100|79000000|74158157|76361060|PG|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|90
The Roommate|2011|PG-13|Fri Feb 04 2011 00:00:00 GMT-0500 (EST)|91 min|Drama; Thriller|Christian E. Christiansen|Leighton Meester; Minka Kelly; Cam Gigandet; Aly Michalka|Fresh from Des Moines Iowa Sara Matthews has just landed in Los Angeles as a college freshman studying fashion design She meets handsome Stephen party-lover Tracy and roommate Rebecca Rebecca is nice sweet and ready to share everything with Sara It could be the beginning of a beautiful friendship But Tracy is convinced that theres something seriously wrong with Rebecca and bad things start happening to everyone close to Sara If Sara is to have a normal college experience shes going to have to get to the bottom of whats up with Rebecca and quickly get out of her clutches|English|USA|7 nominations|4.9/10|4%|23/100|23|4.9|movie|$37,300,107|Screen Gems/SONY PICTURES|The Roommate|4-Feb-11|Drama, Thriller|23|The Roommate|953853|0|406|1827|160|The Roommate|2010|111680100|16000000|37300107|15245600|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|0|91
Water for Elephants|2011|PG-13|Fri Apr 22 2011 00:00:00 GMT-0400 (EDT)|120 min|Drama; Romance|Francis Lawrence|Reese Witherspoon; Robert Pattinson; Christoph Waltz; Paul Schneider|After his parents death Jacob Jankowski is left penniless and homeless Events lead him to joining the circus as their vet working under their unstable boss August whose violent tendencies give everyone reason to be cautious around him including his beautiful and quiet wife Marlena whom August is very possessive of and who Jacob finds himself soon falling in love with|English; Polish|USA|3 wins & 13 nominations|6.9/10|60%|52/100|52|6.9|movie|$58,700,247|20th Century Fox|Water for Elephants|22-Apr-11|Drama|52|Water for Elephants|194395|0|71|252|18|Water for Elephants|2010|143950100|38000000|58709717|58100000|PG-13|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Drama|0|120
We Bought a Zoo|2011|PG|Fri Dec 23 2011 00:00:00 GMT-0500 (EST)|124 min|Comedy; Drama; Family|Cameron Crowe|Matt Damon; Scarlett Johansson; Thomas Haden Church; Colin Ford|Benjamin has lost his wife In a bid to start his life over he purchases a large house that has a zoo This is welcome news for his daughter but his son is not happy about it The zoo is in need of renovation and Benjamin sets about the work with the head keeper Kelly and the rest of the zoo staff But the zoo soon runs into financial trouble The staff must get the zoo back to its former glory pass a zoo inspection and get it back open to the public|English|USA|1 win & 8 nominations|7.1/10|65%|58/100|58|7.1|movie|$72,700,000|20th Century Fox|We Bought a Zoo|23-Dec-11|Drama, Comedy|58|We Bought a Zoo|240957|0|68|331|23|We Bought a Zoo|2011|145140100|50000000|75624550|43104523|PG|Dramatization|Based on Factual Book/Article|Live Action|Drama|0|124
Something Borrowed|2011|PG-13|Fri May 06 2011 00:00:00 GMT-0400 (EDT)|112 min|Comedy; Drama; Romance|Luke Greenfield|Ginnifer Goodwin; Kate Hudson; Colin Egglesfield; John Krasinski|Rachel is a lawyer When she was in law school she fell for another student Dex who comes from an affluent family but she was too shy to say anything When Dex meets her best friend Darcy who sometimes treats her like dirt Darcy makes a move on Dex and gets him Eventually they get engaged and Darcy asks Rachel to be her Maid of Honor However Rachel still has feelings for Dex and still cant say anything Darcy throws her a birthday party and Dex is there When she and Dex are alone she blurts out that she had a thing for him in college which surprised him and after drinking a little they spend the night together They try to forget the whole thing and agree that it means nothing Ethan Rachels close friend tells her that shell spend her entire life regretting that if she does nothing|English|USA|5 nominations|5.9/10|15%|36/100|36|5.9|movie|$39,000,000|Warner Bros.|Something Borrowed|6-May-11|Drama, Comedy, Romance|36|Something Borrowed|1457280|0|230|3911|101|Something Borrowed|2010|143810100|35000000|39046489|26037627|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Romantic Comedy|0|103
Transformers: Dark of the Moon|2011|PG-13|Wed Jun 29 2011 00:00:00 GMT-0400 (EDT)|154 min|Action; Adventure; Sci-Fi|Michael Bay|Shia LaBeouf; Rosie Huntington-Whiteley; Josh Duhamel; John Turturro|Autobots Bumblebee Ratchet Ironhide Mirage (aka Dino) Wheeljack (aka Que) and Sideswipe led by Optimus Prime are back in action taking on the evil Decepticons who are eager to avenge their recent defeat The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets and once again Sam Witwicky has to go to the aid of his robot friends The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth|English|USA|Nominated for 3 Oscars Another 10 wins & 39 nominations|6.3/10|35%|42/100|42|6.3|movie|$352,358,779|Paramount Studios|Transformers: Dark of the Moon|29-Jun-11|Action, Adventure, Sci-Fi|42|Transformers: Dark of the Moon|1962337|0|925|3234|172|Transformers: Dark of the Moon|2011|108970100|195000000|352390543|771400000|PG-13|Science Fiction|Based on TV|Animation/Live Action|Action|1|154
The Tree of Life|2011|PG-13|Tue May 17 2011 00:00:00 GMT-0400 (EDT)|139 min|Drama; Fantasy|Terrence Malick|Brad Pitt; Sean Penn; Jessica Chastain; Hunter McCracken|The impressionistic story of a Texas family in the 1950s The film follows the life journey of the eldest son Jack through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father (Brad Pitt) Jack (played as an adult by Sean Penn) finds himself a lost soul in the modern world seeking answers to the origins and meaning of life while questioning the existence of faith|English|USA|Nominated for 3 Oscars Another 111 wins & 117 nominations|6.8/10|84%|85/100|85|6.8|movie|$13,303,319|Fox Searchlight|The Tree of Life|27-May-11|Drama, Fantasy|85|The Tree of Life|873621|0|425|2939|81|The Tree of Life|2010|151150100|35000000|13305665|48416161|PG-13|Historical Fiction|Original Screenplay|Live Action|Drama|0|138
The Three Musketeers|2011|PG-13|Fri Oct 21 2011 00:00:00 GMT-0400 (EDT)|110 min|Action; Adventure; Romance|Paul W.S. Anderson|Matthew Macfadyen; Milla Jovovich; Helen George; Christian Oliver|After failing in a scheme to steal Leonardo Da Vincis airship blueprints the Musketeers are disbanded by Cardinal Richelieu leaving Athos Porthos and Aramis on the streets of Paris In the meantime the young reckless and ambitious DArtagnan has set off from Gascony with dreams of becoming a musketeer himself not realizing that they have been disbanded In no time DArtagnan manages to offend Athos Porthos and Aramis on different occasions and challenges them all to duels However before the duels can take place they are attacked by guards trying to arrest them for illegal dueling The ex-musketeers and DArtagnan fight off the soldiers leading to the four men becoming a band with the motto of All for one and one for all Count Richelieu is not only determined to be rid of the musketeers but also schemes with Athos former lover Milady to undermine the reign of King Louis and his wife The musketeers and DArtagnan are determined to save the royal family and France itself|English|Germany; France; UK; USA|4 nominations|5.8/10|24%|35/100|35|5.8|movie|$20,356,913|Summit Entertainment|The Three Musketeers|21-Oct-11|Action, Adventure, Romance|35|The Three Musketeers|525648|0|138|732|68|The Three Musketeers|2011|140650100|90000000|20377913|119500000|PG-13|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Adventure|0|102
Take Me Home Tonight|2011|R|Fri Mar 04 2011 00:00:00 GMT-0500 (EST)|97 min|Comedy; Drama; Romance|Michael Dowse|Topher Grace; Anna Faris; Dan Fogler; Teresa Palmer|Its the late 1980s when Wall Street is riding high and it seems as if the entire country is cashing in on the bumper profits Disgusted with the materialism that surrounds him Matt Franklin a brilliant young MIT graduate has walked out on his well-paid position at a local lab and taken a low-level job as a video clerk much to his father Bills consternation And the crises keep piling up in Matts life His best buddy Barry has just gotten fired from his job his brainy sister Wendy is getting hitched to her vapid boyfriend Kyle and the gorgeous Tori Frederking long-time object of Matts unattainable adoration is suddenly back in the picture Now on one wild woolly and irresponsible evening everything is coming to a head with explosive results|English|USA; Germany|1 nomination|6.3/10|28%|42/100|42|6.3|movie|$6,923,891|Relativity Media|Take Me Home Tonight|4-Mar-11|Drama, Comedy|42|Take Me Home Tonight|4336714|0|1633|7238|283|Take Me Home Tonight|2010|139000100|19000000|6928068|648536|R|Historical Fiction|Original Screenplay|Live Action|Comedy|0|114
Tower Heist|2011|PG-13|Fri Nov 04 2011 00:00:00 GMT-0400 (EDT)|104 min|Action; Comedy; Crime|Brett Ratner|Ben Stiller; Eddie Murphy; Casey Affleck; Alan Alda|Josh Kovaks is the manager of a high-rise condominium in New York He is close to all the tenants especially financier Arthur Shaw One day Shaw is arrested by the FBI for fraud Josh thinks its a misunderstanding that can be resolved but later he learns that the employees pension fund - which he asked Shaw to handle - is gone When one of the employees tries to kill himself Joshs views of Shaw change He goes to see him and loses his temper and his job The FBI agent in charge tells him that Shaw might walk and recovering the pension fund is unlikely She tells him that its been rumored that Shaw has $20 million lying around if he needs it in a hurry Josh thinks he knows where it is so with two other fired employees and an evicted tenant they set out to get into Shaws penthouse to get the money But they realize they need the assistance of someone who knows how to steal so Josh asks an old acquaintance named Slide who he knows is a thief to help them|English; Spanish; Chinese|USA|3 nominations|6.2/10|66%|59/100|59|6.2|movie|$78,009,155|Universal Pictures|Tower Heist|4-Nov-11|Action, Comedy, Crime|59|Tower Heist|5304309|0|1569|6597|317|Tower Heist|2011|149490100|85000000|78046570|72376376|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|104
Sucker Punch|2011|PG-13|Fri Mar 25 2011 00:00:00 GMT-0400 (EDT)|110 min|Action; Fantasy|Zack Snyder|Emily Browning; Abbie Cornish; Jena Malone; Vanessa Hudgens|A young girl (Baby Doll) is locked away in a mental asylum by her abusive stepfather where she will undergo a lobotomy in five days time Faced with unimaginable odds she retreats to a fantastical world in her imagination where she and four other female inmates at the asylum plot to escape the facility The lines between reality and fantasy blur as Baby Doll and her four companions as well as a mysterious guide fight to retrieve the five items they need that will allow them to break free from their captors before its too late|English; German|USA; Canada|1 win & 10 nominations|6.1/10|23%|33/100|33|6.1|movie|$36,381,716|IMAX|Sucker Punch|25-Mar-11|Action, Thriller, Fantasy|33|Sucker Punch|2391907|0|1678|4637|340|Sucker Punch|2011|109460100|75000000|36392502|53365887|R|Fantasy|Original Screenplay|Live Action|Action|0|110
