Runtime,Production Budget,Domestic Total Gross,title,Genre,Distributor,MPAA Rating,Release Date
2 hrs. 16 min.,$75 million,"$51,855,045 ",Funny People ,Comedy,Universal,R,31-Jul-09
1 hrs. 30 min.,$150 million,"$119,436,770 ",G-Force ,Family Adventure,Buena Vista,PG,24-Jul-09
1 hrs. 58 min.,$175 million,"$150,201,498 ",G.I. Joe: The Rise of Cobra ,Action,Paramount,PG-13,7-Aug-09
1 hrs. 35 min.,N/A,"$20,534,907 ",Gamer ,Action Thriller,Lionsgate,R,4-Sep-09
1 hrs. 29 min.,$10 million,"$113,682 ",Gentlemen Broncos ,Comedy,Fox Searchlight,PG-13,30-Oct-09
1 hrs. 40 min.,N/A,"$55,250,026 ",Ghosts of Girlfriends Past ,Fantasy Comedy,Warner Bros. (New Line),PG-13,1-May-09
1 hrs. 39 min.,N/A,"$102,704 ",Gigantic ,Comedy,First Independent Pictures,R,3-Apr-09
1 hrs. 17 min.,N/A,"$695,840 ",The Girlfriend Experience ,Comedy,Magnolia,R,22-May-09
1 hrs. 29 min.,$10 million,"$15,122,676 ","The Goods: Live Hard, Sell Hard ",Comedy,Paramount Vantage,R,14-Aug-09
1 hrs. 27 min.,N/A,"$750,587 ",The Great Buck Howard ,Comedy / Drama,Magnolia,PG,20-Mar-09
1 hrs. 33 min.,N/A,"$25,533,818 ",Halloween II ,Horror,Universal,R,30-Oct-81
1 hrs. 36 min.,$35 million,"$277,322,503 ",The Hangover ,Comedy,Warner Bros.,R,5-Jun-09
2 hrs. 33 min.,$250 million,"$301,959,197 ",Harry Potter and the Half-Blood Prince ,Fantasy,Warner Bros.,PG,15-Jul-09
1 hrs. 32 min.,N/A,"$55,389,516 ",The Haunting in Connecticut ,Horror,Lionsgate,PG-13,27-Mar-09
2 hrs. 9 min.,N/A,"$93,953,653 ",He's Just Not That Into You ,Romantic Comedy,Warner Bros. (New Line),PG-13,6-Feb-09
1 hrs. 40 min.,N/A,"$73,034,460 ",Hotel for Dogs ,Family,Paramount (DreamWorks),PG,16-Jan-09
1 hrs. 33 min.,N/A,"$407,377 ",Humpday ,Comedy,Magnolia,R,10-Jul-09
1 hrs. 29 min.,N/A,"$11,004 ",I Hate Valentine's Day ,Romantic Comedy,IFC,PG-13,3-Jul-09
1 hrs. 45 min.,N/A,"$1,429,299 ",I Hope They Serve Beer in Hell ,Comedy,Freestyle Releasing,R,25-Sep-09
2 hrs. 10 min.,$15 million,"$17,017,811 ",The Hurt Locker ,War,Summit Entertainment,R,26-Jun-09
1 hrs. 50 min.,N/A,"$71,440,011 ","I Love You, Man ",Comedy,Paramount (DreamWorks),R,20-Mar-09
1 hrs. 27 min.,$90 million,"$196,573,705 ",Ice Age: Dawn of the Dinosaurs ,Animation,Fox,PG,1-Jul-09
1 hrs. 47 min.,$55 million,"$16,123,323 ",Imagine That ,Fantasy Comedy,Paramount,PG,12-Jun-09
2 hrs. 2 min.,$30 million,"$7,689,607 ",The Imaginarium of Doctor Parnassus ,Fantasy,Sony Classics,PG-13,25-Dec-09
1 hrs. 48 min.,$22 million,"$33,316,821 ",The Informant! ,Drama / Thriller,Warner Bros.,R,18-Sep-09
1 hrs. 38 min.,N/A,"$300,000 ",The Informers ,Drama,Senator Distribution,R,24-Apr-09
2 hrs. 32 min.,$70 million,"$120,540,719 ",Inglourious Basterds ,War,Weinstein Company,R,21-Aug-09
1 hrs. 58 min.,$50 million,"$25,450,527 ",The International ,Drama / Thriller,Sony / Columbia,R,13-Feb-09
2 hrs. 12 min.,$60 million,"$37,491,364 ",Invictus ,Drama,Warner Bros.,PG-13,11-Dec-09
1 hrs. 36 min.,N/A,"$1,279 ",An Invisible Sign ,Drama,IFC,PG-13,6-May-11
1 hrs. 40 min.,$18.5 million,"$18,451,251 ",The Invention of Lying ,Fantasy Comedy,Warner Bros.,PG-13,2-Oct-09
1 hrs. 37 min.,N/A,"$1,610,163 ",It Might Get Loud ,Documentary,Sony Classics,PG,14-Aug-09
1 hrs. 58 min.,$85 million,"$112,735,375 ",It's Complicated ,Romantic Comedy,Universal,R,25-Dec-09
N/A,$10 million,"$9,069 ",Janky Promoters ,Comedy,Third Rail Releasing,R,16-Oct-09
1 hrs. 42 min.,$16 million,"$16,204,793 ",Jennifer's Body ,Horror Comedy,Fox,R,18-Sep-09
1 hrs. 16 min.,N/A,"$19,162,740 ",Jonas Brothers: The 3D Concert Experience ,Concert,Buena Vista,G,27-Feb-09
2 hrs. 2 min.,$50 million,"$79,957,634 ",Knowing ,Drama / Thriller,Summit Entertainment,PG-13,20-Mar-09
1 hrs. 33 min.,$100 million,"$49,438,370 ",Land of the Lost ,Adventure Comedy,Universal,PG-13,5-Jun-09
1 hrs. 48 min.,$50 million,"$73,357,727 ",Law Abiding Citizen ,Thriller,Overture Films,R,16-Oct-09
1 hrs. 38 min.,$4.5 million,"$281,447 ",Life During Wartime ,Comedy / Drama,IFC,R,23-Jul-10
1 hrs. 56 min.,N/A,"$426,688 ",The Limits of Control ,Crime Drama,Focus Features,R,1-May-09
1 hrs. 49 min.,$18 million,"$22,965,110 ",Love Happens ,Romance,Universal,PG-13,18-Sep-09
2 hrs. 15 min.,$65 million,"$44,114,232 ",The Lovely Bones ,Drama / Thriller,Paramount (DreamWorks),PG-13,11-Dec-09
1 hrs. 33 min.,N/A,"$421,307 ",Lymelife ,Drama,Screen Media,R,8-Apr-09
1 hrs. 33 min.,N/A,"$934,658 ",Management ,Romantic Comedy,Samuel Goldwyn,R,15-May-09
1 hrs. 47 min.,$25 million,"$1,190,003 ",Me and Orson Welles ,Drama,Freestyle Releasing,PG-13,25-Nov-09
1 hrs. 30 min.,$25 million,"$32,428,195 ",The Men Who Stare at Goats ,Comedy,Overture Films,R,6-Nov-09
1 hrs. 50 min.,N/A,"$347,977 ",The Merry Gentleman ,Drama,Samuel Goldwyn,R,1-May-09
1 hrs. 45 min.,$6.5 million,"$1,109,660 ",The Messenger ,Drama,Oscilloscope Pictures,R,13-Nov-09
2 hrs. 1 min.,N/A,"$72,091,016 ",Michael Jackson's This Is It ,Concert,Sony / Columbia,PG,28-Oct-09
1 hrs. 30 min.,N/A,"$4,543,320 ",Miss March ,Comedy,Fox Searchlight,R,13-Mar-09
1 hrs. 30 min.,N/A,"$93,388 ",Motherhood ,Comedy / Drama,Freestyle Releasing,PG-13,23-Oct-09
1 hrs. 38 min.,N/A,"$8,665,206 ",My Life in Ruins ,Comedy,Fox Searchlight,PG-13,5-Jun-09
1 hrs. 46 min.,$30 million,"$49,200,230 ",My Sister's Keeper ,Drama,Warner Bros. (New Line),PG-13,26-Jun-09
1 hrs. 25 min.,N/A,"$2,479,538 ",My One and Only ,Period Comedy,Freestyle Releasing,PG-13,21-Aug-09
1 hrs. 36 min.,N/A,"$16,734,283 ",New in Town ,Romantic Comedy,Lionsgate,PG,30-Jan-09
1 hrs. 43 min.,N/A,"$1,588,015 ","New York, I Love You ",Romance,Vivendi Entertainment,R,16-Oct-09
1 hrs. 24 min.,N/A,"$10,027,047 ",Next Day Air ,Action Comedy,Summit Entertainment,R,8-May-09
1 hrs. 45 min.,$150 million,"$177,243,721 ",Night at the Museum: Battle of the Smithsonian ,Family Adventure,Fox,PG,22-May-09
1 hrs. 50 min.,$80 million,"$19,676,965 ",Nine ,Drama,Weinstein Company,PG-13,18-Dec-09
1 hrs. 39 min.,$40 million,"$38,122,883 ",Ninja Assassin ,Action,Warner Bros.,R,25-Nov-09
1 hrs. 39 min.,$5 million,"$10,572,742 ",Not Easily Broken ,Drama,Sony / Screen Gems,PG-13,9-Jan-09
1 hrs. 40 min.,N/A,"$53,744 ",Not Forgotten ,Thriller,Anchor Bay Films,R,15-May-09
1 hrs. 46 min.,$18 million,"$24,007,324 ",Observe and Report ,Comedy,Warner Bros.,R,10-Apr-09
1 hrs. 45 min.,$20 million,"$68,261,644 ",Obsessed ,Thriller,Sony / Screen Gems,PG-13,24-Apr-09
1 hrs. 28 min.,$35 million,"$49,492,060 ",Old Dogs ,Family Comedy,Buena Vista,PG,25-Nov-09
2 hrs. 3 min.,N/A,"$41,596,251 ",Orphan ,Horror,Warner Bros.,R,24-Jul-09
1 hrs. 48 min.,$33 million,"$10,330,853 ",Pandorum ,Sci-Fi Horror,Overture Films,R,25-Sep-09
1 hrs. 29 min.,N/A,"$1,274,062 ",Paper Heart ,Comedy,Overture Films,PG-13,7-Aug-09
1 hrs. 27 min.,$26 million,"$146,336,178 ",Paul Blart: Mall Cop ,Comedy,Sony / Columbia,PG,16-Jan-09
1 hrs. 37 min.,$14 million,"$15,515,460 ",A Perfect Getaway ,Thriller,Universal,R,7-Aug-09
1 hrs. 32 min.,$70 million,"$35,922,978 ",The Pink Panther 2 ,Action Comedy,Sony / Columbia,PG,6-Feb-09
1 hrs. 31 min.,$70 million,"$42,194,060 ",Planet 51 ,Animation,Sony / Columbia,PG,20-Nov-09
1 hrs. 29 min.,N/A,"$6,380,019 ",Post Grad ,Comedy,Fox,PG-13,21-Aug-09
1 hrs. 35 min.,$105 million,"$104,400,899 ",The Princess and the Frog ,Animation,Buena Vista,G,25-Nov-09
1 hrs. 38 min.,N/A,"$337,356 ",The Private Lives of Pippa Lee ,Comedy / Drama,Screen Media,R,27-Nov-09
1 hrs. 48 min.,$40 million,"$163,958,031 ",The Proposal ,Romantic Comedy,Buena Vista,PG-13,19-Jun-09
2 hrs. 23 min.,$100 million,"$97,104,620 ",Public Enemies ,Crime Drama,Universal,R,1-Jul-09
1 hrs. 51 min.,$38 million,"$31,811,527 ",Push ,Sci-Fi Thriller,Summit Entertainment,PG-13,6-Feb-09
1 hrs. 39 min.,N/A,"$67,172,594 ",Race to Witch Mountain ,Family Adventure,Buena Vista,PG,13-Mar-09
1 hrs. 59 min.,$25 million,"$8,117,000 ",The Road ,Drama / Thriller,Weinstein / Dimension,R,25-Nov-09
2 hrs. 0 min.,$11 million,"$27,693,292 ",Saw VI ,Horror,Lionsgate,R,23-Oct-09
1 hrs. 45 min.,N/A,"$9,228,768 ",A Serious Man ,Comedy,Focus Features,R,2-Oct-09
2 hrs. 14 min.,$90 million,"$209,028,679 ",Sherlock Holmes ,Adventure,Warner Bros.,PG-13,25-Dec-09
1 hrs. 50 min.,N/A,"$189,621 ",Shrink ,Drama,Roadside Attractions,R,24-Jul-09
1 hrs. 29 min.,N/A,"$20,919,166 ",Shorts ,Family Adventure,Warner Bros.,PG,21-Aug-09
1 hrs. 39 min.,$7 million,"$9,176,000 ",A Single Man ,Drama,Weinstein Company,R,11-Dec-09
1 hrs. 30 min.,N/A,"$41,587 ",The Slammin' Salmon ,Comedy,Anchor Bay Films,R,11-Dec-09
1 hrs. 49 min.,N/A,"$31,720,158 ",The Soloist ,Music Drama,Paramount (DreamWorks),PG-13,24-Apr-09
1 hrs. 41 min.,$12.5 million,"$11,965,282 ",Sorority Row ,Horror,Summit Entertainment,R,11-Sep-09
1 hrs. 37 min.,N/A,"$250,618 ",Spread ,Comedy,Anchor Bay Films,R,14-Aug-09
2 hrs. 6 min.,$150 million,"$257,730,019 ",Star Trek ,Sci-Fi Adventure,Paramount,PG-13,8-May-09
1 hrs. 58 min.,N/A,"$37,017,955 ",State of Play ,Thriller,Universal,PG-13,17-Apr-09
1 hrs. 29 min.,N/A,"$2,488,740 ",The Stepfather ,Horror Thriller,New Century,R,23-Jan-87
1 hrs. 36 min.,N/A,"$8,742,261 ",Street Fighter: The Legend of Chun-Li ,Action,Fox,PG-13,27-Feb-09
1 hrs. 29 min.,$80 million,"$38,577,772 ",Surrogates ,Sci-Fi Action,Buena Vista,PG-13,25-Sep-09
2 hrs. 1 min.,$30 million,"$7,460,204 ",Taking Woodstock ,Comedy,Focus Features,R,26-Aug-09
1 hrs. 39 min.,N/A,"$16,100 ",Tennessee ,Drama,Vivendi Entertainment,R,5-Jun-09
1 hrs. 54 min.,$200 million,"$125,322,469 ",Terminator Salvation ,Sci-Fi Action,Warner Bros.,PG-13,21-May-09
2 hrs. 7 min.,N/A,"$518,522 ",Tetro ,Drama,American Zoetrope,R,11-Jun-09
1 hrs. 48 min.,$39 million,"$63,414,846 ",The Time Traveler's Wife ,Romance,Warner Bros. (New Line),PG-13,14-Aug-09
2 hrs. 24 min.,$200 million,"$402,111,870 ",Transformers: Revenge of the Fallen ,Sci-Fi Action,Paramount (DreamWorks),PG-13,24-Jun-09
1 hrs. 30 min.,N/A,"$887,918 ",Tyson ,Documentary,Sony Classics,R,24-Apr-09
1 hrs. 36 min.,$38 million,"$88,915,214 ",The Ugly Truth ,Romantic Comedy,Sony / Columbia,R,24-Jul-09
1 hrs. 32 min.,$35 million,"$45,802,315 ",Underworld: Rise of the Lycans ,Action Horror,Sony / Screen Gems,R,23-Jan-09
1 hrs. 27 min.,N/A,"$28,596,818 ",The Uninvited ,Horror,Paramount (DreamWorks),PG-13,30-Jan-09
1 hrs. 36 min.,$175 million,"$293,004,164 ",Up ,Animation,Buena Vista,PG,29-May-09
1 hrs. 49 min.,$25 million,"$83,823,381 ",Up in the Air ,Comedy / Drama,Paramount,R,4-Dec-09
2 hrs. 43 min.,$130 million,"$107,509,799 ",Watchmen ,Action / Adventure,Warner Bros.,R,6-Mar-09
1 hrs. 30 min.,N/A,"$41,711 ",We Live in Public ,Documentary,Abramorama,Unrated,28-Aug-09
1 hrs. 32 min.,N/A,"$5,306,706 ",Whatever Works ,Comedy,Sony Classics,PG-13,19-Jun-09
1 hrs. 34 min.,$100 million,"$77,233,467 ",Where the Wild Things Are ,Family Adventure,Warner Bros.,PG,16-Oct-09
1 hrs. 46 min.,$35 million,"$10,275,638 ",Whiteout ,Thriller,Warner Bros.,R,11-Sep-09
1 hrs. 51 min.,$15 million,"$13,043,363 ",Whip It ,Comedy,Fox Searchlight,PG-13,2-Oct-09
1 hrs. 39 min.,N/A,"$221,805 ",World's Greatest Dad ,Comedy,Magnolia,R,21-Aug-09
1 hrs. 47 min.,$150 million,"$179,883,157 ",X-Men Origins: Wolverine ,Action / Adventure,Fox,PG-13,1-May-09
1 hrs. 40 min.,$60 million,"$43,337,279 ",Year One ,Adventure Comedy,Sony / Columbia,PG-13,19-Jun-09
1 hrs. 44 min.,$35 million,"$11,001,272 ",The Young Victoria ,Historical Drama,Apparition,PG,18-Dec-09
1 hrs. 21 min.,$23.6 million,"$75,590,286 ",Zombieland ,Horror Comedy,Sony / Columbia,R,2-Oct-09
1 hrs. 33 min.,$18 million,"$18,335,230 ",127 Hours ,Drama,Fox Searchlight,R,5-Nov-10
1 hrs. 20 min.,N/A,"$100,280 ",8: The Mormon Proposition ,Documentary,Red Flag Releasing,R,18-Jun-10
1 hrs. 57 min.,$110 million,"$77,222,099 ",The A-Team ,Action,Fox,PG-13,11-Jun-10
1 hrs. 48 min.,N/A,"$96,868 ",A Little Help ,Comedy,Freestyle Releasing,R,22-Jul-11
1 hrs. 29 min.,N/A,"$17,419 ",Adventures of Power ,Comedy,Variance Films,PG-13,9-Oct-09
1 hrs. 41 min.,N/A,"$582,024 ",All Good Things ,Thriller,Magnolia,R,3-Dec-10
1 hrs. 28 min.,N/A,"$25,107,267 ",Alpha and Omega ,Animation,Lionsgate,PG,17-Sep-10
1 hrs. 45 min.,$20 million,"$35,606,376 ",The American ,Drama / Thriller,Focus Features,R,1-Sep-10
N/A,N/A,"$5,980 ",BearCity ,Comedy,TLA Releasing,Unrated,22-Oct-10
1 hrs. 43 min.,$13 million,"$106,954,678 ",Black Swan ,Drama / Thriller,Fox Searchlight,R,3-Dec-10
1 hrs. 52 min.,"$1,000,000 ","$9,706,328 ",Blue Valentine ,Drama,Weinstein Company,R,29-Dec-10
1 hrs. 58 min.,$80 million,"$94,835,059 ",The Book of Eli ,Action / Adventure,Warner Bros.,R,15-Jan-10
1 hrs. 46 min.,$40 million,"$67,061,228 ",The Bounty Hunter ,Action Comedy,Sony / Columbia,PG-13,19-Mar-10
2 hrs. 13 min.,$17 million,"$27,163,593 ",Brooklyn's Finest ,Action / Crime,Overture Films,R,5-Mar-10
1 hrs. 20 min.,N/A,"$9,677 ",Brutal Beauty: Tales of the Rose City Rollers ,Documentary,Cinema Purgatorio,Unrated,8-Jan-10
1 hrs. 40 min.,N/A,"$1,044,143 ",Buried ,Thriller,Lionsgate,R,24-Sep-10
1 hrs. 40 min.,$55 million,"$39,440,655 ",Burlesque ,Musical,Sony / Screen Gems,PG-13,24-Nov-10
1 hrs. 49 min.,$26 million,"$13,261,851 ",Case 39 ,Horror Thriller,Paramount Vantage,R,1-Oct-10
1 hrs. 48 min.,$12.5 million,"$1,042,959 ",Casino Jack ,Thriller,ATO Pictures,R,17-Dec-10
2 hrs. 2 min.,N/A,"$176,865 ",Casino Jack and the United States of Money ,Documentary,Magnolia,R,7-May-10
1 hrs. 30 min.,$44 million,"$31,162,545 ",Charlie St. Cloud ,Drama,Universal,PG-13,30-Jul-10
1 hrs. 52 min.,$155 million,"$104,386,950 ",The Chronicles of Narnia: The Voyage of the Dawn Treader ,Fantasy,Fox,PG,10-Dec-10
1 hrs. 40 min.,$6 million,"$6,671,036 ",City Island ,Comedy,Anchor Bay Films,PG-13,19-Mar-10
1 hrs. 57 min.,N/A,"$189,416 ",Client 9: The Rise and Fall of Eliot Spitzer ,Documentary,Magnolia,R,5-Nov-10
1 hrs. 45 min.,$15 million,"$4,441,272 ",The Company Men ,Drama,Weinstein Company,R,21-Jan-11
1 hrs. 47 min.,$12.5 million,"$6,783,129 ",Conviction ,Drama,Fox Searchlight,R,15-Oct-10
1 hrs. 50 min.,$30 million,"$44,875,481 ",Cop Out ,Comedy,Warner Bros.,R,26-Feb-10
1 hrs. 30 min.,N/A,"$272,040 ",Countdown to Zero ,Documentary,Magnolia,PG,23-Jul-10
1 hrs. 52 min.,$15 million,"$20,218,921 ",Country Strong ,Music Drama,Sony / Screen Gems,PG-13,22-Dec-10
1 hrs. 41 min.,$20 million,"$39,123,589 ",The Crazies ,Horror,Overture Films,R,26-Feb-10
1 hrs. 36 min.,N/A,"$88,335 ",Crazy on the Outside ,Comedy,Freestyle Releasing,PG-13,8-Jan-10
1 hrs. 32 min.,$7 million,"$7,468,936 ",Cyrus ,Comedy,Fox Searchlight,R,18-Jun-10
1 hrs. 28 min.,$55 million,"$98,711,404 ",Date Night ,Comedy,Fox,PG-13,9-Apr-10
1 hrs. 38 min.,$20 million,"$30,101,577 ",Daybreakers ,Horror,Lionsgate,R,8-Jan-10
1 hrs. 48 min.,$25 million,"$80,014,842 ",Dear John ,Romance,Sony / Screen Gems,PG-13,5-Feb-10
1 hrs. 35 min.,$69 million,"$251,513,985 ",Despicable Me ,Animation,Universal,PG,9-Jul-10
1 hrs. 20 min.,N/A,"$33,601,190 ",Devil ,Horror,Universal,PG-13,17-Sep-10
1 hrs. 34 min.,$15 million,"$64,003,625 ",Diary of a Wimpy Kid ,Comedy,Fox,PG,19-Mar-10
1 hrs. 50 min.,$69 million,"$73,026,337 ",Dinner for Schmucks ,Comedy,Paramount (DreamWorks),PG-13,30-Jul-10
1 hrs. 30 min.,N/A,"$55,125 ",Dirty Girl ,Drama,Weinstein Company,R,7-Oct-11
1 hrs. 35 min.,$65 million,"$100,539,043 ",Due Date ,Comedy,Warner Bros.,R,5-Nov-10
1 hrs. 32 min.,$8 million,"$58,401,464 ",Easy A ,Romantic Comedy,Sony / Screen Gems,PG-13,17-Sep-10
2 hrs. 13 min.,$60 million,"$80,574,010 ",Eat Pray Love ,Drama,Sony / Columbia,PG-13,13-Aug-10
2 hrs. 4 min.,$68 million,"$300,531,751 ",The Twilight Saga: Eclipse ,Romance,Summit Entertainment,PG-13,30-Jun-10
1 hrs. 48 min.,$80 million,"$43,313,890 ",Edge of Darkness ,Drama / Thriller,Warner Bros.,R,29-Jan-10
1 hrs. 43 min.,$80 million,"$103,068,524 ",The Expendables ,Action,Lionsgate,R,13-Aug-10
1 hrs. 48 min.,N/A,"$453,377 ",The Extra Man ,Comedy,Magnolia,R,30-Jul-10
1 hrs. 46 min.,$31 million,"$12,068,313 ",Extraordinary Measures ,Drama,CBS Films,PG,22-Jan-10
1 hrs. 38 min.,$24 million,"$23,240,020 ",Faster ,Action,CBS Films,R,24-Nov-10
1 hrs. 54 min.,$25 million,"$93,617,009 ",The Fighter ,Sports Drama,Paramount,R,10-Dec-10
1 hrs. 30 min.,$14 million,"$1,755,212 ",Flipped ,Comedy,Warner Bros.,PG,6-Aug-10
2 hrs. 0 min.,$21 million,"$37,729,698 ",For Colored Girls ,Drama,Lionsgate,R,5-Nov-10
1 hrs. 25 min.,$2.9 million,"$101,270 ",Freakonomics ,Documentary,Magnolia,PG-13,1-Oct-10
1 hrs. 35 min.,$52 million,"$24,077,427 ",From Paris with Love ,Action,Lionsgate,R,5-Feb-10
1 hrs. 48 min.,$150 million,"$400,738,009 ",Frozen ,Animation,Buena Vista,PG,22-Nov-13
1 hrs. 32 min.,$35 million,"$17,630,465 ",Furry Vengeance ,Family Comedy,Summit Entertainment,PG,30-Apr-10
1 hrs. 49 min.,$40 million,"$60,974,475 ",Get Him to the Greek ,Comedy,Universal,R,4-Jun-10
1 hrs. 40 min.,$7 million,"$9,176,933 ",Get Low ,Comedy,Sony Classics,PG-13,30-Jul-10
1 hrs. 37 min.,$32 million,"$17,804,299 ",Going the Distance ,Romantic Comedy,Warner Bros. (New Line),R,3-Sep-10
1 hrs. 30 min.,$10 million,"$100,688 ",The Good Guy ,Romantic Comedy,Roadside Attractions,R,19-Feb-10
1 hrs. 55 min.,$100 million,"$35,053,660 ",Green Zone ,Thriller,Universal,R,12-Mar-10
1 hrs. 47 min.,N/A,"$4,234,170 ",Greenberg ,Comedy / Drama,Focus Features,R,19-Mar-10
1 hrs. 42 min.,$80 million,"$162,001,186 ",Grown Ups ,Comedy,Sony / Columbia,PG-13,25-Jun-10
1 hrs. 25 min.,$112 million,"$42,779,261 ",Gulliver's Travels ,Adventure Comedy,Fox,PG,25-Dec-10
1 hrs. 35 min.,N/A,"$22,464 ",Happy Tears ,Drama,Roadside Attractions,R,19-Feb-10
2 hrs. 9 min.,$50 million,"$32,746,941 ",Hereafter ,Drama,Warner Bros.,PG-13,15-Oct-10
1 hrs. 29 min.,N/A,"$303,064 ",Holy Rollers ,Crime Drama,First Independent Pictures,R,21-May-10
1 hrs. 40 min.,$36 million,"$50,287,556 ",Hot Tub Time Machine ,Comedy,MGM,R,26-Mar-10
1 hrs. 56 min.,$120 million,"$30,212,620 ",How Do You Know ,Comedy / Drama,Sony / Columbia,PG-13,17-Dec-10
1 hrs. 38 min.,$165 million,"$217,581,231 ",How to Train Your Dragon ,Animation,Paramount (DreamWorks),PG,26-Mar-10
0 hrs. 43 min.,N/A,"$52,043,542 ",Hubble 3D ,IMAX,Warner Bros.,G,19-Mar-10
1 hrs. 48 min.,N/A,"$408,983 ",I'm Still Here ,Comedy / Drama,Magnolia,R,10-Sep-10
2 hrs. 28 min.,$160 million,"$292,576,195 ",Inception ,Sci-Fi Action,Warner Bros.,PG-13,16-Jul-10
2 hrs. 5 min.,$200 million,"$312,433,331 ",Iron Man 2 ,Action / Adventure,Paramount,PG-13,7-May-10
1 hrs. 41 min.,$8 million,"$6,363,628 ",It's Kind of a Funny Story ,Drama,Focus Features,PG-13,8-Oct-10
1 hrs. 29 min.,N/A,"$541,992 ",Jack Goes Boating ,Comedy,Overture Films,R,17-Sep-10
1 hrs. 34 min.,$20 million,"$117,229,692 ",Jackass 3-D ,Comedy,Paramount,R,15-Oct-10
1 hrs. 21 min.,$47 million,"$10,547,117 ",Jonah Hex ,Western,Warner Bros.,PG-13,18-Jun-10
1 hrs. 35 min.,$10 million,"$1,475,746 ",The Joneses ,Drama,Roadside Attractions,R,16-Apr-10
1 hrs. 51 min.,N/A,"$21,540,363 ",Just Wright ,Romantic Comedy,Fox Searchlight,PG,14-May-10
1 hrs. 26 min.,N/A,"$118,919 ",Kaboom ,Sci-Fi Comedy,IFC,Unrated,28-Jan-11
2 hrs. 7 min.,N/A,"$90,815,558 ",The Karate Kid ,Sports Action,Columbia,PG,22-Jun-84
1 hrs. 57 min.,$30 million,"$48,071,303 ",Kick-Ass ,Action Comedy,Lionsgate,R,16-Apr-10
1 hrs. 46 min.,$4 million,"$20,811,365 ",The Kids Are All Right ,Comedy,Focus Features,R,9-Jul-10
1 hrs. 49 min.,$13 million,"$217,277 ",The Killer Inside Me ,Crime Drama,IFC,R,18-Jun-10
1 hrs. 40 min.,$75 million,"$47,059,963 ",Killers ,Action Comedy,Lionsgate,PG-13,4-Jun-10
1 hrs. 43 min.,$150 million,"$131,772,187 ",The Last Airbender ,Fantasy,Paramount,PG,1-Jul-10
1 hrs. 40 min.,$1.8 million,"$41,034,350 ",The Last Exorcism ,Horror,Lionsgate,PG-13,27-Aug-10
1 hrs. 47 min.,$20 million,"$62,950,384 ",The Last Song ,Drama,Buena Vista,PG,31-Mar-10
1 hrs. 37 min.,$19 million,"$25,918,920 ",Leap Year ,Romantic Comedy,Universal,PG,8-Jan-10
1 hrs. 30 min.,$80 million,"$55,675,313 ",Legend of the Guardians: The Owls of Ga'Hoole ,Animation,Warner Bros.,PG,24-Sep-10
1 hrs. 47 min.,N/A,"$200,393 ",Legendary ,Sports Drama,Samuel Goldwyn,PG-13,10-Sep-10
1 hrs. 55 min.,$20 million,"$12,134,935 ",Let Me In ,Horror,Overture Films,R,1-Oct-10
1 hrs. 50 min.,$3 million,"$2,848,578 ",Letters to God ,Drama,Vivendi Entertainment,PG,9-Apr-10
1 hrs. 45 min.,$30 million,"$53,032,453 ",Letters to Juliet ,Romance,Summit Entertainment,PG,14-May-10
1 hrs. 52 min.,$38 million,"$53,374,681 ",Life as We Know It ,Comedy,Warner Bros.,PG-13,8-Oct-10
1 hrs. 40 min.,N/A,"$352,810 ",Like Dandelion Dust ,Drama,Blue Collar Releasing,PG-13,24-Sep-10
1 hrs. 38 min.,$100 million,"$148,438,600 ",Little Fockers ,Comedy,Universal,PG-13,22-Dec-10
1 hrs. 38 min.,$25 million,"$23,591,432 ",The Losers ,Action,Warner Bros.,PG-13,23-Apr-10
1 hrs. 39 min.,$17 million,"$24,719,879 ",Lottery Ticket ,Comedy,Warner Bros.,PG-13,20-Aug-10
1 hrs. 57 min.,$25 million,"$137,885 ",Love Ranch ,Drama,eOne Entertainment,R,30-Jun-10
1 hrs. 28 min.,$10 million,"$8,525,600 ",MacGruber ,Comedy,Universal,R,21-May-10
1 hrs. 45 min.,$10.5 million,"$26,593,646 ",Machete ,Action / Adventure,Fox,R,3-Sep-10
1 hrs. 27 min.,$50 million,"$33,644,788 ",Marmaduke ,Family Comedy,Fox,PG,4-Jun-10
1 hrs. 23 min.,N/A,"$112,036 ",Marwencol ,Documentary,Cinema Guild,Unrated,8-Oct-10
1 hrs. 36 min.,$130 million,"$148,415,853 ",Megamind ,Animation,Paramount (DreamWorks),PG,5-Nov-10
1 hrs. 45 min.,$20 million,"$754,301 ",Middle Men ,Crime Comedy,Paramount Vantage,R,6-Aug-10
1 hrs. 42 min.,$40 million,"$31,011,732 ",Morning Glory ,Comedy,Paramount,PG-13,10-Nov-10
2 hrs. 5 min.,$7 million,"$1,110,509 ",Mother and Child ,Drama,Sony Classics,R,7-May-10
1 hrs. 47 min.,$25 million,"$14,744,435 ",My Soul to Take ,Horror,Universal,R,8-Oct-10
1 hrs. 40 min.,$35 million,"$29,011,215 ",Nanny McPhee Returns ,Family,Universal,PG,20-Aug-10
1 hrs. 44 min.,$15 million,"$2,434,652 ",Never Let Me Go ,Drama / Thriller,Fox Searchlight,R,15-Sep-10
2 hrs. 2 min.,$30 million,"$21,148,651 ",The Next Three Days ,Action Thriller,Lionsgate,PG-13,19-Nov-10
